SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-9-2022,Condo/Co-op,180 COMMONWEALTH Ave #7,Boston,MA,02116,1150000,3,2.0,Back Bay,1070,1070,1925,38,1075,640,Sold,,,https://www.redfin.com/MA/Boston/180-Commonwealth-Ave-02116/unit-7/home/9265011,MLS PIN,72874825,N,Y,42.3510958,-71.0795365
PAST SALE,March-15-2022,Condo/Co-op,3 Englewood Ave #15,Brookline,MA,02445,495000,1,1.0,Brookline,572,,1905,4,865,238,Sold,,,https://www.redfin.com/MA/Brookline/3-Englewood-Ave-02445/unit-15/home/11456484,MLS PIN,72938942,N,Y,42.3375219,-71.1451084
PAST SALE,January-4-2022,Townhouse,132 Newton St #132,Boston,MA,02135,1050000,3,2.5,Boston,2194,,2018,74,479,246,Sold,,,https://www.redfin.com/MA/Boston/132-Newton-St-02135/unit-132/home/147581941,MLS PIN,72899347,N,Y,42.3558343,-71.1683736
PAST SALE,March-2-2022,Single Family Residential,125 Woodrow Ave,Boston,MA,02124,460000,3,2.0,Boston,1170,4059,1991,17,393,,Sold,,,https://www.redfin.com/MA/Boston/125-Woodrow-Ave-02124/home/9063414,MLS PIN,72924633,N,Y,42.2873179,-71.0838968
PAST SALE,January-14-2022,Single Family Residential,159 Lexington St,Boston,MA,02128,725000,3,1.5,Boston,2411,3750,1905,64,301,,Sold,,,https://www.redfin.com/MA/Boston/159-Lexington-St-02128/home/9119829,MLS PIN,72905432,N,Y,42.378872,-71.0339211
PAST SALE,March-10-2022,Condo/Co-op,43 Barry St #3,Boston,MA,02125,435000,3,1.0,Boston,933,933,1989,9,466,250,Sold,,,https://www.redfin.com/MA/Boston/43-Barry-St-02125/unit-3/home/9063749,MLS PIN,72924135,N,Y,42.3087753,-71.0686496
PAST SALE,March-18-2022,Condo/Co-op,27 Hosmer St #1,Boston,MA,02126,325000,2,1.0,Boston,896,,1905,1,363,250,Sold,,,https://www.redfin.com/MA/Boston/27-Hosmer-St-02126/unit-1/home/12428449,MLS PIN,72937374,N,Y,42.2807266,-71.0907034
PAST SALE,March-17-2022,Single Family Residential,181 Sycamore St,Boston,MA,02131,740000,3,1.0,Boston,1409,3600,1900,2,525,,Sold,,,https://www.redfin.com/MA/Roslindale/181-Sycamore-St-02131/home/11836212,MLS PIN,72943786,N,Y,42.2865813,-71.1224544
PAST SALE,,Condo/Co-op,56 Percival St #1,Dorchester,MA,02122,430000,2,1.0,,1008,,1905,,427,,,,,https://www.redfin.com/MA/Dorchester/56-Percival-St-02122/unit-1/home/9063723,,,N,Y,42.30573,-71.0632177
PAST SALE,December-20-2021,Single Family Residential,508 Metropolitan Ave,Boston,MA,02136,605000,4,1.5,Boston,1730,8960,1930,89,350,,Sold,,,https://www.redfin.com/MA/Hyde-Park/508-Metropolitan-Ave-02136/home/9123750,MLS PIN,72902434,N,Y,42.2688821,-71.1193906
PAST SALE,January-14-2022,Condo/Co-op,15 Harvest St #3,Boston,MA,02125,475000,2,1.0,Boston,874,874,1896,64,543,125,Sold,,,https://www.redfin.com/MA/Boston/15-Harvest-St-02125/unit-3/home/28646735,MLS PIN,72896029,N,Y,42.3229186,-71.0575051
PAST SALE,January-13-2022,Single Family Residential,5 Hobson St,Boston,MA,02131,788803,3,1.5,Boston,1450,4256,1930,65,544,,Sold,,,https://www.redfin.com/MA/Roslindale/5-Hobson-St-02131/home/9183708,MLS PIN,72924612,N,Y,42.2799315,-71.1417184
PAST SALE,February-9-2022,Single Family Residential,191 Orange Steet,Boston,MA,02131,595000,3,1.5,Boston,1475,6169,1920,38,403,,Sold,,,https://www.redfin.com/MA/Roslindale/191-Orange-St-02131/home/9183701,MLS PIN,72926658,N,Y,42.2796239,-71.1414399
PAST SALE,December-28-2021,Condo/Co-op,301 Allston St #1,Boston,MA,02135,380000,2,1.0,Boston,807,807,1910,81,471,510,Sold,,,https://www.redfin.com/MA/Brighton/301-Allston-St-02135/unit-1/home/9223552,MLS PIN,72916330,N,Y,42.3443574,-71.1408266
PAST SALE,January-14-2022,Condo/Co-op,1933 Commonwealth Ave #303,Boston,MA,02135,595234,2,2.0,Brighton,1148,,1988,64,518,570,Sold,,,https://www.redfin.com/MA/Brighton/1933-Commonwealth-Ave-02135/unit-303/home/9006239,MLS PIN,72906913,N,Y,42.33927,-71.1557596
PAST SALE,January-7-2022,Multi-Family (2-4 Unit),7 Priscilla Rd,Boston,MA,02135,1300000,10,3.5,Boston,3445,5100,1930,71,377,,Sold,,,https://www.redfin.com/MA/Boston/7-Priscilla-Rd-02135/home/9020227,MLS PIN,72908968,N,Y,42.3448246,-71.1526033
PAST SALE,,Condo/Co-op,1868 Commonwealth Ave #6,Boston,MA,02135,,1,1.0,,790,,1930,,,,Sold,,,https://www.redfin.com/MA/Boston/1868-Commonwealth-Ave-02135/unit-6/home/9028102,MLS PIN,,N,Y,42.3383077,-71.1523582
PAST SALE,February-8-2022,Single Family Residential,92 Brooks St,Boston,MA,02135,940000,5,1.5,Oak Square,2738,7517,1920,39,343,,Sold,,,https://www.redfin.com/MA/Brighton/92-Brooks-St-02135/home/9030495,MLS PIN,72926607,N,Y,42.354488,-71.1626033
PAST SALE,January-28-2022,Condo/Co-op,1896 Beacon St #3,Brookline,MA,02445,899000,3,2.0,Brookline,1240,,1905,50,725,425,Sold,,,https://www.redfin.com/MA/Brookline/1896-Beacon-St-02445/unit-3/home/11457790,MLS PIN,72907009,N,Y,42.3369522,-71.1477661
PAST SALE,February-7-2022,Single Family Residential,6 Reservoir Ave,Newton,MA,02467,1650000,4,3.0,Newton,3982,15732,1952,40,414,,Sold,,,https://www.redfin.com/MA/Chestnut-Hill/6-Reservoir-Ave-02467/home/11463938,MLS PIN,72918456,N,Y,42.3334053,-71.1652981
PAST SALE,December-22-2021,Single Family Residential,8 Rogers St,Newton,MA,02458,785000,3,2.0,Farlow Hill,2496,3940,1930,87,315,,Sold,,,https://www.redfin.com/MA/Newton/8-Rogers-St-02458/home/11473935,MLS PIN,72914289,N,Y,42.349806,-71.1750452
PAST SALE,,Condo/Co-op,62 Newton St #62,Boston,MA,02135,820000,3,2.5,,1600,,2013,,513,,,,,https://www.redfin.com/MA/Boston/62-Newton-St-02135/unit-62/home/45493842,,,N,Y,42.3568431,-71.1655302
PAST SALE,March-7-2022,Condo/Co-op,65 Lanark Rd #9,Boston,MA,02135,575000,3,1.0,Aberdeen,1102,1102,1910,12,522,438,Sold,,,https://www.redfin.com/MA/Boston/65-Lanark-Rd-02135/unit-9/home/9004790,MLS PIN,72943225,N,Y,42.3402038,-71.1464998
PAST SALE,March-8-2022,Single Family Residential,31 Dustin St,Boston,MA,02135,806000,5,2.5,Brighton,2295,5280,1900,11,351,,Sold,,,https://www.redfin.com/MA/Brighton/31-Dustin-St-02135/home/9010889,MLS PIN,72934895,N,Y,42.3516716,-71.1458032
PAST SALE,February-9-2022,Townhouse,62 Newton St #62,Boston,MA,02135,820000,3,2.5,Brighton,1600,1600,2013,38,513,215,Sold,,,https://www.redfin.com/MA/Boston/62-Newton-St-02135/unit-62/home/113229107,MLS PIN,72910539,N,Y,42.3568852,-71.1655854
PAST SALE,February-28-2022,Condo/Co-op,76 Turner St #2,Boston,MA,02135,800000,3,2.0,Brighton,1009,,1915,19,793,250,Sold,,,https://www.redfin.com/MA/Boston/76-Turner-St-02135/unit-2/home/177921199,MLS PIN,72935611,N,Y,42.3517902,-71.1622347
PAST SALE,February-28-2022,Condo/Co-op,34 Playstead Rd #1,Newton,MA,02458,721138,2,1.0,Newton Corner,1158,3960,1914,19,623,197,Sold,,,https://www.redfin.com/MA/Newton/34-Playstead-Rd-02458/unit-1/home/11472132,MLS PIN,72930789,N,Y,42.3526582,-71.175236
PAST SALE,March-18-2022,Condo/Co-op,199 Coolidge Ave #302,Watertown,MA,02472,525000,2,2.0,Watertown,1408,,1986,1,373,1431,Sold,,,https://www.redfin.com/MA/Watertown/199-Coolidge-Ave-02472/unit-302/home/11702649,MLS PIN,72941661,N,Y,42.365614,-71.1462441
PAST SALE,February-4-2022,Single Family Residential,22 Sumner St,Dedham,MA,02026,580000,3,1.5,Dedham,1402,4650,1939,43,414,,Sold,,,https://www.redfin.com/MA/Dedham/22-Sumner-St-02026/home/8850114,MLS PIN,72916547,N,Y,42.2568405,-71.1638592
PAST SALE,January-21-2022,Single Family Residential,55 Sanford St,Boston,MA,02136,699000,4,2.0,Readville,2098,6000,1968,57,333,,Sold,,,https://www.redfin.com/MA/Hyde-Park/55-Sanford-St-02136/home/9136025,MLS PIN,72904363,N,Y,42.2423244,-71.1430181
PAST SALE,January-26-2022,Townhouse,23 Goethe St #2,Boston,MA,02132,450000,3,2.0,West Roxbury,1370,,1890,52,328,200,Sold,,,https://www.redfin.com/MA/Boston/23-Goethe-St-02132/unit-2/home/109243692,MLS PIN,72902064,N,Y,42.2566289,-71.1587453
PAST SALE,December-29-2021,Condo/Co-op,72 Dix St #1,Boston,MA,02122,449000,3,1.5,Dorchester's Fields Corner,1030,,1905,80,436,137,Sold,,,https://www.redfin.com/MA/Dorchester/72-Dix-St-02122/unit-1/home/21719371,MLS PIN,72911621,N,Y,42.2960407,-71.0584821
PAST SALE,December-22-2021,Condo/Co-op,351 Commonwealth Ave #3,Boston,MA,02115,525000,0,1.0,Back Bay,455,455,1894,87,1154,232,Sold,,,https://www.redfin.com/MA/Boston/351-Commonwealth-Ave-02115/unit-3/home/9243534,MLS PIN,72912316,N,Y,42.3496244,-71.0883306
PAST SALE,December-23-2021,Condo/Co-op,1 Nassau St #1607,Boston,MA,02111,890000,2,2.0,Midtown,1099,1099,2004,86,810,988,Sold,,,https://www.redfin.com/MA/Boston/1-Nassau-St-02111/unit-1607/home/9326198,MLS PIN,72787728,N,Y,42.3487275,-71.0629888
PAST SALE,December-30-2021,Condo/Co-op,2 Avery Unit 21H,Boston,MA,02111,1712500,2,2.5,Midtown,1573,,2000,79,1089,2231,Sold,,,https://www.redfin.com/MA/Boston/2-Avery-St-02111/unit-21H/home/11837560,MLS PIN,72826402,N,Y,42.3528703,-71.0629976
PAST SALE,December-30-2021,Condo/Co-op,10 Coffey St #9,Boston,MA,02122,349000,2,1.0,Boston,779,779,1965,79,448,395,Sold,,,https://www.redfin.com/MA/Dorchester/10-Coffey-St-02122/unit-9/home/9064187,MLS PIN,72911900,N,Y,42.289021,-71.0505661
PAST SALE,February-10-2022,Multi-Family (2-4 Unit),21 Aspinwall Rd,Boston,MA,02124,830000,7,3.0,Dorchester's Codman Square,2514,6743,1900,37,330,,Sold,,,https://www.redfin.com/MA/Boston/21-Aspinwall-Rd-02124/home/9073373,MLS PIN,72928183,N,Y,42.2918489,-71.0731061
PAST SALE,March-4-2022,Multi-Family (2-4 Unit),50 Wainwright St,Boston,MA,02124,900000,5,2.0,Dorchester's Ashmont,2977,2870,1910,15,302,,Sold,,,https://www.redfin.com/MA/Boston/50-Wainwright-St-02124/home/9075534,MLS PIN,72902607,N,Y,42.289712,-71.0664675
PAST SALE,February-7-2022,Condo/Co-op,545 Adams St #31,Boston,MA,02122,357021,2,1.0,Dorchester,686,,1965,40,520,364,Sold,,,https://www.redfin.com/MA/Boston/545-Adams-St-02122/unit-31/home/9084352,MLS PIN,72919203,N,Y,42.291006,-71.0575062
PAST SALE,February-14-2022,Multi-Family (2-4 Unit),84-86 Codman Hill Ave,Boston,MA,02124,660000,6,2.0,Boston,3163,5500,1928,33,209,,Sold,,,https://www.redfin.com/MA/Boston/84-Codman-Hill-Ave-02124/home/9099021,MLS PIN,72853755,N,Y,42.2788719,-71.0744182
PAST SALE,March-4-2022,Multi-Family (2-4 Unit),67 Standard St,Boston,MA,02126,790000,8,3.0,Mattapan,2682,6518,1915,15,295,,Sold,,,https://www.redfin.com/MA/Boston/67-Standard-St-02126/home/9155270,MLS PIN,72924601,N,Y,42.2741682,-71.0792809
PAST SALE,January-3-2022,Multi-Family (2-4 Unit),20 Harlem St,Boston,MA,02121,1115000,8,3.0,Boston,4029,5079,1910,75,277,,Sold,,,https://www.redfin.com/MA/Boston/20-Harlem-St-02121/home/11732789,MLS PIN,72911314,N,Y,42.3003332,-71.081231
PAST SALE,January-14-2022,Townhouse,44 Chickatawbut #2,Boston,MA,02122,580000,3,1.5,Dorchester's Neponset,1127,,1882,64,515,160,Sold,,,https://www.redfin.com/MA/Dorchester/44-Chickatawbut-St-02122/unit-2/home/11920849,MLS PIN,72926606,N,Y,42.2858515,-71.0482214
PAST SALE,February-17-2022,Condo/Co-op,890 Adams St #1,Boston,MA,02124,520000,3,2.0,Dorchester,1569,,1921,30,331,291,Sold,,,https://www.redfin.com/MA/Boston/890-Adams-St-02124/unit-1/home/12431005,MLS PIN,72931016,N,Y,42.2808951,-71.0584624
PAST SALE,March-7-2022,Condo/Co-op,501 Talbot Ave #1,Boston,MA,02124,475000,3,1.0,Dorchester's Ashmont,1315,,1905,12,361,396,Sold,,,https://www.redfin.com/MA/Boston/501-Talbot-Ave-02124/unit-1/home/9330640,MLS PIN,72916213,N,Y,42.2878011,-71.0657247
PAST SALE,March-8-2022,Multi-Family (2-4 Unit),60 Woolson St,Boston,MA,02126,1050000,6,3.0,Mattapan,3500,3138,1905,11,300,,Sold,,,https://www.redfin.com/MA/Boston/60-Woolson-St-02126/home/11836007,MLS PIN,72934299,N,Y,42.2812905,-71.089216
PAST SALE,,Condo/Co-op,51 Coffey St Unit 51B,Boston,MA,02122,900000,3,3.5,,1973,,2017,,456,,,,,https://www.redfin.com/MA/Boston/51-Coffey-St-02122/unit-51B/home/167702733,,,N,Y,42.2888938,-71.0483731
PAST SALE,March-7-2022,Condo/Co-op,102 Neponset Ave #6,Boston,MA,02122,619000,2,2.0,Dorchester,995,,2021,12,622,146,Sold,,,https://www.redfin.com/MA/Dorchester/102-Neponset-Ave-02122/unit-6/home/175974349,MLS PIN,72876792,N,Y,42.2949748,-71.0526786
PAST SALE,March-11-2022,Condo/Co-op,640 Adams St #2,Boston,MA,02122,670000,2,2.0,Dorchester,1132,3999,1905,8,592,199,Sold,,,https://www.redfin.com/MA/Dorchester/640-Adams-St-02122/unit-2/home/176444239,MLS PIN,72897031,N,Y,42.2880347,-71.0549071
PAST SALE,March-2-2022,Condo/Co-op,86 Bloomfield Unit 1,Boston,MA,02124,499000,2,2.0,Dorchester's Fields Corner,855,,1900,17,584,175,Sold,,,https://www.redfin.com/MA/Boston/86-Bloomfield-St-02124/unit-1/home/176849106,MLS PIN,72932188,N,Y,42.2985674,-71.0695781
PAST SALE,February-3-2022,Condo/Co-op,1973 Dorchester Ave #5001,Boston,MA,02124,420000,1,1.0,Dorchester,690,,2019,44,609,368,Sold,,,https://www.redfin.com/MA/Boston/1973-Dorchester-Ave-02124/unit-5001/home/176978200,MLS PIN,72913200,N,Y,42.2833381,-71.06511
PAST SALE,March-11-2022,Townhouse,39 Old Morton St #1,Boston,MA,02126,690000,2,2.5,Boston,1249,7793,2021,8,552,200,Sold,,,https://www.redfin.com/MA/Mattapan/39-Old-Morton-St-02126/unit-1/home/12175976,MLS PIN,72951766,N,Y,42.2733673,-71.0720022
PAST SALE,February-23-2022,Condo/Co-op,115 Neponset Ave #3,Boston,MA,02122,442000,3,1.0,Dorchester,1247,1247,1905,24,354,285,Sold,,,https://www.redfin.com/MA/Boston/115-Neponset-Ave-02122/unit-3/home/9312017,MLS PIN,72905864,N,Y,42.2945314,-71.0529107
PAST SALE,February-23-2022,Condo/Co-op,1241-1255 Adams St Unit WM301,Boston,MA,02124,950000,1,2.0,Dorchester's Lower Mills,1927,,1900,24,493,1104,Sold,,,https://www.redfin.com/MA/Boston/1241-Adams-St-02124/unit-WM301/home/85680400,MLS PIN,72911801,N,Y,42.2720044,-71.0681653
PAST SALE,March-15-2022,Condo/Co-op,16 Train St #3,Boston,MA,02122,620000,3,1.0,Dorchester,1138,5087,1905,4,545,275,Sold,,,https://www.redfin.com/MA/Boston/16-Train-St-02122/unit-3/home/9320658,MLS PIN,72930980,N,Y,42.2954458,-71.0550002
PAST SALE,March-16-2022,Condo/Co-op,640 Adams St #3,Boston,MA,02122,691500,2,2.0,Dorchester,1146,3999,1905,3,603,199,Sold,,,https://www.redfin.com/MA/Dorchester/640-Adams-St-02122/unit-3/home/176729475,MLS PIN,72908654,N,Y,42.2880347,-71.0549071
PAST SALE,February-9-2022,Multi-Family (2-4 Unit),36 Annavoy St,Boston,MA,02128,900000,4,3.5,East Boston's Orient Heights,2115,6103,1920,38,426,,Sold,,,https://www.redfin.com/MA/Boston/36-Annavoy-St-02128/home/9108581,MLS PIN,72864385,N,Y,42.3821145,-70.9984931
PAST SALE,January-3-2022,Multi-Family (2-4 Unit),92-94 Saint Andrew Rd,Boston,MA,02128,1155000,8,3.0,East Boston's Orient Heights,3424,4500,1910,75,337,,Sold,,,https://www.redfin.com/MA/Boston/92-St-Andrew-Rd-02128/home/9110487,MLS PIN,72891575,N,Y,42.3841514,-71.0012167
PAST SALE,January-21-2022,Multi-Family (2-4 Unit),9 Antrim St,Boston,MA,02128,1075000,8,3.0,East Boston's Orient Heights,3912,3433,1910,57,275,,Sold,,,https://www.redfin.com/MA/Boston/9-Antrim-St-02128/home/9114489,MLS PIN,72892309,N,Y,42.3876559,-71.0055051
PAST SALE,February-24-2022,Condo/Co-op,75 Waldemar Ave #203,Boston,MA,02128,359400,2,1.0,East Boston's Orient Heights,755,755,1970,23,476,286,Sold,,,https://www.redfin.com/MA/Boston/75-Waldemar-Ave-02128/unit-203/home/21718190,MLS PIN,72902777,N,Y,42.3917451,-71.0013461
PAST SALE,December-21-2021,Multi-Family (2-4 Unit),48 Farquhar St,Boston,MA,02131,925000,5,2.0,Roslindale,2548,5000,1910,88,363,,Sold,,,https://www.redfin.com/MA/Roslindale/48-Farquhar-St-02131/home/9170233,MLS PIN,72915470,N,Y,42.2898621,-71.1365866
PAST SALE,December-27-2021,Condo/Co-op,1 Dalton St #2702,Boston,MA,02115,2750000,2,2.5,Back Bay,1425,,2015,82,1930,2311,Sold,,,https://www.redfin.com/MA/Boston/1-Dalton-St-02199/unit-2702/home/175644715,MLS PIN,72879662,N,Y,42.3455258,-71.0840518
PAST SALE,December-23-2021,Multi-Family (2-4 Unit),64 Seaver St,Boston,MA,02121,1250000,13,4.0,Boston,5070,3006,1925,86,247,,Sold,,,https://www.redfin.com/MA/Boston/64-Seaver-St-02121/home/9097464,MLS PIN,72915342,N,Y,42.3115672,-71.0930692
PAST SALE,December-27-2021,Townhouse,14 Lee St #14,Boston,MA,02130,1475000,3,2.5,Jamaica Plain,1895,12600,2021,82,778,310,Sold,,,https://www.redfin.com/MA/Boston/14-Lee-St-02130/unit-14/home/177326864,MLS PIN,72922733,N,Y,42.3075655,-71.111608
PAST SALE,December-30-2021,Single Family Residential,428 Gallivan Blvd,Boston,MA,02124,646000,4,2.0,Dorchester,1476,3143,1925,79,438,,Sold,,,https://www.redfin.com/MA/Boston/428-Gallivan-Blvd-02124/home/9102457,MLS PIN,72897299,N,Y,42.2821487,-71.0591785
PAST SALE,December-30-2021,Condo/Co-op,221 Minot St #1,Boston,MA,02124,315000,2,1.0,Boston,700,,1960,79,450,300,Sold,,,https://www.redfin.com/MA/Boston/221-Minot-St-02124/unit-1/home/9322513,MLS PIN,72908320,N,Y,42.2837451,-71.0562303
PAST SALE,December-28-2021,Condo/Co-op,50-56 Broadlawn Park #519,Boston,MA,02467,351500,1,1.0,Chestnut Hill,777,777,1974,81,452,489,Sold,,,https://www.redfin.com/MA/Chestnut-Hill/50-56-Broadlawn-Park-02467/unit-519/home/9205446,MLS PIN,72902703,N,Y,42.3023918,-71.1639988
PAST SALE,December-20-2021,Single Family Residential,9 Sackville St,Boston,MA,02129,1425000,4,2.5,Charlestown,1824,,1971,89,781,,Sold,,,https://www.redfin.com/MA/Boston/9-Sackville-St-02129/home/9056106,MLS PIN,72908023,N,Y,42.3805675,-71.0649762
PAST SALE,December-21-2021,Condo/Co-op,14 Commonwealth Ct #4,Boston,MA,02135,324000,1,1.0,Brighton,604,604,1964,88,536,255,Sold,,,https://www.redfin.com/MA/Boston/14-Commonwealth-Ct-02135/unit-4/home/9014069,MLS PIN,72920148,N,Y,42.346133,-71.1393279
PAST SALE,December-30-2021,Townhouse,30 Mosely St #30,Boston,MA,02125,655000,4,2.5,Boston,1902,,2001,79,344,250,Sold,,,https://www.redfin.com/MA/Dorchester/30-Moseley-St-02125/unit-30/home/39876963,MLS PIN,72917381,N,Y,42.3199468,-71.055325
PAST SALE,December-22-2021,Single Family Residential,47 Tuttle St,Boston,MA,02125,860000,4,1.5,Dorchester's Savin Hill,2013,3549,1890,87,427,,Sold,,,https://www.redfin.com/MA/Dorchester/47-Tuttle-St-02125/home/9086710,MLS PIN,72905380,N,Y,42.3134475,-71.053375
PAST SALE,December-30-2021,Condo/Co-op,4 Battery Wharf #4402,Boston,MA,02109,1425000,1,1.5,Waterfront,1535,,2008,79,928,1891,Sold,,,https://www.redfin.com/MA/Boston/4-Battery-Wharf-02109/unit-4402/home/14155864,MLS PIN,72820394,N,Y,42.3670325,-71.0501714
PAST SALE,December-20-2021,Condo/Co-op,37 Mount Vernon #2,Boston,MA,02129,890000,2,2.0,Charlestown,1038,,1890,89,857,207,Sold,,,https://www.redfin.com/MA/Boston/37-Mt-Vernon-St-02129/unit-2/home/39968439,MLS PIN,72913135,N,Y,42.3749871,-71.0581222
PAST SALE,December-30-2021,Condo/Co-op,108 Peterborough St Unit 7F,Boston,MA,02215,695000,2,1.0,The Fenway,928,928,1910,79,749,504,Sold,,,https://www.redfin.com/MA/Boston/108-Peterborough-St-02215/unit-7F/home/17062267,MLS PIN,72911286,N,Y,42.3428312,-71.0998703
PAST SALE,December-21-2021,Condo/Co-op,11 Walley St #301,Boston,MA,02128,790000,3,2.0,East Boston,1368,,2021,88,577,535,Sold,,,https://www.redfin.com/MA/Boston/11-Walley-St-02128/unit-301/home/176828980,MLS PIN,72911144,N,Y,42.3897025,-70.9986434
PAST SALE,December-27-2021,Condo/Co-op,60 Newbury #2,Quincy,MA,02171,810000,2,2.0,North Quincy,1362,,2021,82,595,419,Sold,,,https://www.redfin.com/MA/Quincy/60-Newbury-St-02171/unit-2/home/175248497,MLS PIN,72840182,N,Y,42.28025,-71.0389355
PAST SALE,December-22-2021,Single Family Residential,44 Round Hill St,Boston,MA,02130,975000,4,2.5,Jamaica Plain,1775,2800,1900,87,549,,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/44-Round-Hill-St-02130/home/9146891,MLS PIN,72920761,N,Y,42.3244811,-71.1057956
PAST SALE,,Condo/Co-op,45 Green St #2,Jamaica Plain,MA,02130,720000,2,1.0,,1083,,1899,,665,,,,,https://www.redfin.com/MA/Jamaica-Plain/45-Green-St-02130/unit-2/home/9299635,,,N,Y,42.3124112,-71.1117057
PAST SALE,December-23-2021,Single Family Residential,1 Crosstown Ave,Boston,MA,02132,1275000,4,2.5,West Roxbury,2800,9330,2021,86,455,,Sold,,,https://www.redfin.com/MA/Boston/1-Crosstown-Ave-02132/home/176946594,MLS PIN,72912305,N,Y,42.2622342,-71.1635704
PAST SALE,December-23-2021,Single Family Residential,99 Woodrow Ave,Boston,MA,02124,680000,4,2.5,Dorchester's Dorchester Center,2040,2600,1910,86,333,,Sold,,,https://www.redfin.com/MA/Boston/99-Woodrow-Ave-02124/home/9098124,MLS PIN,72904360,N,Y,42.2876163,-71.0827166
PAST SALE,December-27-2021,Multi-Family (2-4 Unit),6-8 Frederika St,Boston,MA,02124,978000,6,2.0,Dorchester's Ashmont,2842,4915,1935,82,344,,Sold,,,https://www.redfin.com/MA/Boston/6-Frederika-St-02124/home/9102707,MLS PIN,72911222,N,Y,42.2831382,-71.0587005
PAST SALE,December-23-2021,Condo/Co-op,21 Cumberland St #1,Boston,MA,02115,920000,1,1.0,Back Bay,1054,,1900,86,873,297,Sold,,,https://www.redfin.com/MA/Boston/21-Cumberland-St-02115/unit-1/home/9255120,MLS PIN,72897332,N,Y,42.343365,-71.081811
PAST SALE,December-21-2021,Single Family Residential,18 Rutland Sq,Boston,MA,02118,3300000,4,4.5,South End,4662,1563,1860,88,708,,Sold,,,https://www.redfin.com/MA/Boston/18-Rutland-Sq-02118/home/9284344,MLS PIN,72918890,N,Y,42.3414323,-71.0781094
PAST SALE,December-28-2021,Multi-Family (2-4 Unit),35 Fort Ave,Boston,MA,02119,1145000,7,4.0,Boston,2410,2485,1980,81,475,,Sold,,,https://www.redfin.com/MA/Boston/35-Fort-Ave-02119/home/9291095,MLS PIN,72906769,N,Y,42.3259111,-71.0945664
PAST SALE,December-23-2021,Condo/Co-op,944 Dorchester Ave #41,Boston,MA,02125,525000,1,1.0,Dorchester,786,,2008,86,668,364,Sold,,,https://www.redfin.com/MA/Boston/944-Dorchester-Ave-02125/unit-41/home/45407183,MLS PIN,72916060,N,Y,42.3183743,-71.0562303
PAST SALE,,Condo/Co-op,136 Shawmut Ave Unit 140R,Boston,MA,02118,2075000,3,2.5,,1792,,2017,,1158,,,,,https://www.redfin.com/MA/Boston/136-Shawmut-Ave-02118/unit-140R/home/167701915,,,N,Y,42.345897,-71.065861
PAST SALE,December-22-2021,Condo/Co-op,1950 Washington St Unit 5B,Boston,MA,02118,1200000,2,2.5,South End,1410,,2021,87,851,787,Sold,,,https://www.redfin.com/MA/Boston/1950-Washington-St-02118/unit-5B/home/175794496,MLS PIN,72870137,N,Y,42.3341124,-71.0796055
PAST SALE,December-20-2021,Condo/Co-op,10 Taber St #609,Boston,MA,02119,476000,1,1.0,Boston,681,,2021,89,699,513,Sold,,,https://www.redfin.com/MA/Boston/10-Taber-St-02119/unit-609/home/177158611,MLS PIN,72918732,N,Y,42.3300999,-71.0831886
PAST SALE,,Condo/Co-op,217 W Canton St #1,Boston,MA,02116,1100000,2,1.0,,984,,1850,,1118,,,,,https://www.redfin.com/MA/Boston/217-W-Canton-St-02116/unit-1/home/9233381,,,N,Y,42.3453953,-71.076971
PAST SALE,February-17-2022,Condo/Co-op,333 Commonwealth Ave Ph 22,Boston,MA,02115,4295000,4,2.0,Back Bay,2796,1398,1890,30,1536,2263,Sold,,,https://www.redfin.com/MA/Boston/333-Commonwealth-Ave-02115/unit-22/home/9243454,MLS PIN,72842183,N,Y,42.3498374,-71.0875011
PAST SALE,,Condo/Co-op,366 Commonwealth Ave Unit 3C,Boston,MA,02115,569000,1,1.0,,572,,1889,,995,,,,,https://www.redfin.com/MA/Boston/366-Commonwealth-Ave-02115/unit-3C/home/9266964,,,N,Y,42.348735,-71.088117
PAST SALE,,Condo/Co-op,373 Commonwealth Ave #402,Boston,MA,02115,730000,2,1.0,,769,,1890,,949,,,,,https://www.redfin.com/MA/Boston/373-Commonwealth-Ave-02115/unit-402/home/9270194,,,N,Y,42.349492,-71.0892857
PAST SALE,January-12-2022,Condo/Co-op,1 Taylor St Unit A,Boston,MA,02118,585000,1,1.0,South End,550,,1899,66,1064,170,Sold,,,https://www.redfin.com/MA/Boston/1-Taylor-St-02118/unit-A/home/9280698,MLS PIN,72898089,N,Y,42.3440762,-71.0684516
