SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Condo/Co-op,37 Beacon St #46,Boston,MA,02108,825000,1,1.0,,770,,1920,,1071,,,,,https://www.redfin.com/MA/Boston/37-Beacon-St-02108/unit-46/home/9259010,,,N,Y,42.3572906,-71.0656765
PAST SALE,,Condo/Co-op,2 Battery Wharf #4402,Boston,MA,02109,1425000,1,1.5,,1535,,2008,,928,,,,,https://www.redfin.com/MA/Boston/2-Battery-Wharf-02109/unit-4402/home/39912662,,,N,Y,42.3666877,-71.0514604
PAST SALE,December-23-2021,Condo/Co-op,1 Franklin St #5306,Boston,MA,02110,5250000,3,3.5,Midtown,2663,,2016,86,1971,3627,Sold,,,https://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-5306/home/145254702,MLS PIN,72924979,N,Y,42.3557261,-71.0592362
PAST SALE,December-30-2021,Single Family Residential,17 Moultrie St,Boston,MA,02124,640000,5,2.5,Boston,1965,4435,1925,79,326,,Sold,,,https://www.redfin.com/MA/Boston/17-Moultrie-St-02124/home/9079242,MLS PIN,72866052,N,Y,42.2919586,-71.0687425
PAST SALE,December-30-2021,Multi-Family (2-4 Unit),29-29A Hazelton St,Boston,MA,02126,875000,4,2.5,Boston,3115,7500,1920,79,281,,Sold,,,https://www.redfin.com/MA/Mattapan/29-Hazleton-St-02126/unit-29A/home/9162292,MLS PIN,72911739,N,Y,42.2794342,-71.0944619
PAST SALE,February-4-2022,Condo/Co-op,42 Van Winkle St #4,Boston,MA,02124,519000,2,1.0,Dorchester's Ashmont,1228,,1900,43,423,275,Sold,,,https://www.redfin.com/MA/Boston/42-Van-Winkle-St-02124/unit-4/home/12430944,MLS PIN,72934928,N,Y,42.2827587,-71.0634034
PAST SALE,January-25-2022,Condo/Co-op,1241-1255 Adams Unit B608,Boston,MA,02124,1400000,2,2.5,Dorchester,2732,,1900,53,512,1589,Sold,,,https://www.redfin.com/MA/Boston/1241-Adams-St-02124/unit-B608/home/39913846,MLS PIN,72925672,N,Y,42.2713651,-71.0686092
PAST SALE,February-28-2022,Townhouse,14. Lena Ter #1,Boston,MA,02126,660000,3,2.0,Mattapan,2300,,2021,19,287,350,Sold,,,https://www.redfin.com/MA/Boston/14-Lena-Ter-02126/unit-1/home/174479250,MLS PIN,72928542,N,Y,42.2778996,-71.0853432
PAST SALE,February-14-2022,Condo/Co-op,1666 Commonwealth Ave #46,Boston,MA,02135,409000,1,1.0,Brighton,609,,1925,33,672,274,Sold,,,https://www.redfin.com/MA/Boston/1666-Commonwealth-Ave-02135/unit-46/home/9019065,MLS PIN,72930345,N,Y,42.3416174,-71.1445499
PAST SALE,January-7-2022,Condo/Co-op,57 Bigelow St #2,Boston,MA,02135,995000,3,2.5,Brighton,1592,,2021,71,625,325,Sold,,,https://www.redfin.com/MA/Brighton/57-Bigelow-St-02135/unit-2/home/176650475,MLS PIN,72900150,N,Y,42.3539267,-71.1672707
PAST SALE,February-8-2022,Multi-Family (2-4 Unit),264 Maverick St,Boston,MA,02128,1161500,6,3.0,East Boston's Jeffries Point,3156,1924,1900,39,368,,Sold,,,https://www.redfin.com/MA/Boston/264-Maverick-St-02128/home/9115749,MLS PIN,72926913,N,Y,42.3679898,-71.0335845
PAST SALE,January-31-2022,Multi-Family (2-4 Unit),186 Chelsea,Boston,MA,02128,1100000,9,3.0,East Boston,3984,2657,1900,47,276,,Sold,,,https://www.redfin.com/MA/Boston/186-Chelsea-St-02128/home/9117213,MLS PIN,72874858,N,Y,42.3744749,-71.033855
PAST SALE,January-31-2022,Condo/Co-op,357 Commercial St #206,Boston,MA,02109,700000,2,1.5,Waterfront,1028,1028,1900,47,681,472,Sold,,,https://www.redfin.com/MA/Boston/357-Commercial-St-02109/unit-206/home/9230222,MLS PIN,72807246,N,Y,42.3660676,-71.0508937
PAST SALE,March-1-2022,Condo/Co-op,42 8th St #3105,Boston,MA,02129,689000,2,2.0,Charlestown's Navy Yard,927,,1899,18,743,776,Sold,,,https://www.redfin.com/MA/Charlestown/42-8th-St-02129/unit-3105/home/9327408,MLS PIN,72894356,N,Y,42.3750453,-71.0526553
PAST SALE,January-12-2022,Condo/Co-op,647 Bennington St #1,Boston,MA,02128,460000,3,2.0,East Boston,1350,,1875,66,341,200,Sold,,,https://www.redfin.com/MA/Boston/647-Bennington-St-02128/unit-1/home/174939347,MLS PIN,72913594,N,Y,42.3835115,-71.015302
PAST SALE,February-1-2022,Townhouse,82 Wordsworth St #82,Boston,MA,02128,647000,3,2.5,East Boston,1563,,2016,46,414,175,Sold,,,https://www.redfin.com/MA/East-Boston/82-Wordsworth-St-02128/unit-82/home/176225443,MLS PIN,72887091,N,Y,42.3847436,-71.0159985
PAST SALE,February-22-2022,Condo/Co-op,42 8th St #2512,Boston,MA,02129,740000,2,2.0,Charlestown's Navy Yard,1005,,1899,25,736,830,Sold,,,https://www.redfin.com/MA/Charlestown/42-8th-St-02129/unit-2512/home/9328385,MLS PIN,72930529,N,Y,42.3750453,-71.0526553
PAST SALE,January-24-2022,Single Family Residential,29 Algonquin St,Boston,MA,02124,575000,6,1.5,Dorchester,2688,4794,1890,54,214,,Sold,,,https://www.redfin.com/MA/Boston/29-Algonquin-St-02124/home/9065415,MLS PIN,72904418,N,Y,42.2977456,-71.0747779
PAST SALE,February-18-2022,Multi-Family (2-4 Unit),68 HOMESTEAD St,Boston,MA,02121,850000,5,3.5,Dorchester,3731,8100,1900,29,228,,Sold,,,https://www.redfin.com/MA/Boston/68-Homestead-St-02121/home/9092886,MLS PIN,72885138,N,Y,42.3125454,-71.091398
PAST SALE,January-24-2022,Condo/Co-op,40 Cushing Ave #5,Boston,MA,02125,350000,1,1.0,Dorchester's Uphams Corner,682,682,1900,54,513,206,Sold,,,https://www.redfin.com/MA/Boston/40-Cushing-Ave-02125/unit-5/home/9326281,MLS PIN,72885891,N,Y,42.3151641,-71.0644016
PAST SALE,January-4-2022,Townhouse,408 Seaver #3,Boston,MA,02121,422000,4,2.0,Dorchester's Mount Bowdoin,2004,,1905,74,211,290,Sold,,,https://www.redfin.com/MA/Boston/408-Seaver-St-02121/unit-3/home/12431061,MLS PIN,72876601,N,Y,42.3035056,-71.081091
PAST SALE,January-28-2022,Condo/Co-op,47 Sargent St #1,Boston,MA,02125,600000,2,2.0,Dorchester,1213,,2019,50,495,195,Sold,,,https://www.redfin.com/MA/Boston/47-Sargent-St-02125/unit-1/home/168984821,MLS PIN,72924787,N,Y,42.3147593,-71.0737797
PAST SALE,,Condo/Co-op,10 Copeland Park Unit 10C,Boston,MA,02119,702000,3,1.5,,1452,,2017,,483,,,,,https://www.redfin.com/MA/Boston/10-Copeland-Park-02119/unit-10C/home/171582066,,,N,Y,42.3229218,-71.0793057
PAST SALE,January-7-2022,Condo/Co-op,10 Taber St #201,Boston,MA,02119,630000,2,1.0,Roxbury,985,,2021,71,640,657,Sold,,,https://www.redfin.com/MA/Boston/10-Taber-St-02119/unit-201/home/175531218,MLS PIN,72853998,N,Y,42.3300999,-71.0831886
PAST SALE,February-3-2022,Condo/Co-op,359 Park St #5,Boston,MA,02124,437000,2,1.0,Boston,752,,1899,44,581,175,Sold,,,https://www.redfin.com/MA/Boston/359-Park-St-02124/unit-5/home/175645583,MLS PIN,72930682,N,Y,42.296437,-71.0690674
PAST SALE,December-30-2021,Townhouse,42 Highland St #1,Boston,MA,02119,729000,3,3.5,Roxbury's Fort Hill,1931,,2004,79,378,305,Sold,,,https://www.redfin.com/MA/Roxbury/42-Highland-St-02119/unit-1/home/175978027,MLS PIN,72876871,N,Y,42.3284193,-71.0917644
PAST SALE,January-24-2022,Condo/Co-op,11 Sudan #1,Boston,MA,02125,650000,3,2.0,Dorchester's Savin Hill,1021,2368,1905,54,637,155,Sold,,,https://www.redfin.com/MA/Boston/11-Sudan-St-02125/unit-1/home/177347478,MLS PIN,72923241,N,Y,42.3166193,-71.0560678
PAST SALE,December-27-2021,Condo/Co-op,1 Franklin St #5405,Boston,MA,02108,4000000,3,3.5,Boston,2196,,2016,82,1821,2966,Sold,,,https://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-5405/home/102546525,MLS PIN,72869332,N,Y,42.3557261,-71.0592362
PAST SALE,December-28-2021,Condo/Co-op,135 Seaport Blvd #2108,Boston,MA,02210,3299000,3,3.5,Seaport District,1605,,2020,81,2055,3800,Sold,,,https://www.redfin.com/MA/Boston/135-Seaport-Blvd-02210/unit-2108/home/174159254,MLS PIN,72927795,N,Y,42.3499499,-71.0435457
PAST SALE,December-21-2021,Condo/Co-op,42-44 Boynton St #3,Boston,MA,02130,630000,3,1.0,Jamaica Plain,1077,,1920,88,585,250,Sold,,,https://www.redfin.com/MA/Boston/42-Boynton-St-02130/unit-3/home/9138155,MLS PIN,72901029,N,Y,42.3055566,-71.1125818
PAST SALE,December-27-2021,Condo/Co-op,4 Harris Ave #2,Boston,MA,02130,610000,3,1.0,Jamaica Plain,1446,,1890,82,422,261,Sold,,,https://www.redfin.com/MA/Boston/4-Harris-Ave-02130/unit-2/home/9310079,MLS PIN,72916045,N,Y,42.3110769,-71.1139594
PAST SALE,December-21-2021,Single Family Residential,8 Atlantic St,Boston,MA,02127,1465000,4,3.5,South Boston,2232,1969,1890,88,656,,Sold,,,https://www.redfin.com/MA/Boston/8-Atlantic-St-02127/home/9191623,MLS PIN,72901702,N,Y,42.3342542,-71.0460392
PAST SALE,December-23-2021,Single Family Residential,10 Summit St,Boston,MA,02136,600000,3,1.5,Hyde Park,1445,6418,1943,86,415,,Sold,,,https://www.redfin.com/MA/Hyde-Park/10-Summit-St-02136/home/9128104,MLS PIN,72915652,N,Y,42.2517368,-71.1097814
PAST SALE,December-20-2021,Single Family Residential,18 Ellis St,Boston,MA,02136,591500,3,2.0,Hyde Park,1468,2615,2008,89,403,,Sold,,,https://www.redfin.com/MA/Boston/18-Ellis-St-02136/home/9131721,MLS PIN,72911562,N,Y,42.2495581,-71.1321359
PAST SALE,December-22-2021,Condo/Co-op,189 CHESTNUT HILL Ave #8,Boston,MA,02135,365000,1,1.0,Brighton's Cleveland Circle,533,,1930,87,685,395,Sold,,,https://www.redfin.com/MA/Brighton/189-Chestnut-Hill-Ave-02135/unit-8/home/9036874,MLS PIN,72924086,N,Y,42.3415051,-71.1549241
PAST SALE,December-28-2021,Condo/Co-op,39 Coffey St #1,Boston,MA,02122,765000,3,3.0,Dorchester,2021,2021,2011,81,379,232,Sold,,,https://www.redfin.com/MA/Dorchester/39-Coffey-St-02122/unit-1/home/40397484,MLS PIN,72864452,N,Y,42.2887217,-71.0494163
PAST SALE,December-20-2021,Multi-Family (2-4 Unit),856 Saratoga St,Boston,MA,02128,815000,5,2.0,East Boston,2244,2500,1910,89,363,,Sold,,,https://www.redfin.com/MA/Boston/856-Saratoga-St-02128/home/9114764,MLS PIN,72850771,N,Y,42.3853234,-71.0135382
PAST SALE,December-28-2021,Condo/Co-op,175 wordsworth #3,Boston,MA,02128,565000,2,2.0,Boston,915,,1910,81,617,250,Sold,,,https://www.redfin.com/MA/Boston/175-Wordsworth-St-02128/unit-3/home/176074749,MLS PIN,72879333,N,Y,42.3819985,-71.0140484
PAST SALE,December-22-2021,Condo/Co-op,25 Park Vale Ave #1,Boston,MA,02134,639000,3,1.5,Allston,1116,,1948,87,573,496,Sold,,,https://www.redfin.com/MA/Boston/25-Park-Vale-Ave-02134/unit-1/home/8996026,MLS PIN,72913926,N,Y,42.3518129,-71.1328685
PAST SALE,December-20-2021,Condo/Co-op,1568 Commonwealth Ave Unit B,Boston,MA,02135,510000,5,1.5,Brighton,1391,,1920,89,367,509,Sold,,,https://www.redfin.com/MA/Boston/1568-Commonwealth-Ave-02135/unit-B/home/9017041,MLS PIN,72861320,N,Y,42.3438801,-71.1422124
PAST SALE,December-22-2021,Condo/Co-op,514 Harvard St Unit 2B & 3B,Brookline,MA,02446,662025,4,2.0,Brookline,1642,,1915,87,403,1208,Sold,,,https://www.redfin.com/MA/Brookline/514-Harvard-St-02446/unit-2B-3B/home/176576882,MLS PIN,72902691,N,Y,42.3481285,-71.1295567
PAST SALE,December-20-2021,Condo/Co-op,65 E India Row Unit 32-G,Boston,MA,02110,896000,1,1.5,Waterfront,1206,,1972,89,743,1337,Sold,,,https://www.redfin.com/MA/Boston/65-E-India-Row-02110/unit-32G/home/9261085,MLS PIN,72895662,N,Y,42.3576699,-71.0504859
PAST SALE,December-21-2021,Single Family Residential,83 Radcliffe Rd,Boston,MA,02136,535500,3,1.5,Boston,1254,3040,1968,88,427,,Sold,,,https://www.redfin.com/MA/Hyde-Park/83-Radcliffe-Rd-02136/home/9164268,MLS PIN,72839331,N,Y,42.2666134,-71.1060677
PAST SALE,January-28-2022,Single Family Residential,34 Halliday St,Boston,MA,02131,585000,3,1.0,Roslindale,988,3000,1936,50,592,,Sold,,,https://www.redfin.com/MA/Roslindale/34-Halliday-St-02131/home/9183462,MLS PIN,72921798,N,Y,42.2873924,-71.1136809
PAST SALE,January-26-2022,Condo/Co-op,50-56 Broadlawn Park #416,Boston,MA,02467,457500,2,2.0,West Roxbury's Chestnut Hill,1165,1165,1974,52,393,727,Sold,,,https://www.redfin.com/MA/Chestnut-Hill/50-56-Broadlawn-Park-02467/unit-416/home/9205369,MLS PIN,72895226,N,Y,42.3023918,-71.1639988
PAST SALE,December-20-2021,Single Family Residential,88 Keystone St,Boston,MA,02132,700000,4,2.5,West Roxbury,1671,6494,1955,89,419,,Sold,,,https://www.redfin.com/MA/West-Roxbury/88-Keystone-St-02132/home/9220041,MLS PIN,72904761,N,Y,42.2682984,-71.1647411
PAST SALE,January-14-2022,Condo/Co-op,13 Oakdale St #2,Boston,MA,02130,502000,2,1.0,Jamaica Plain,826,,1900,64,608,200,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/13-Oakdale-St-02130/unit-2/home/9309972,MLS PIN,72910851,N,Y,42.3121732,-71.107089
PAST SALE,December-28-2021,Condo/Co-op,831 Centre St #2,Boston,MA,02130,990000,3,2.0,Jamaica Plain,1868,,1904,81,530,164,Sold,,,https://www.redfin.com/MA/Boston/831-Centre-St-02130/unit-2/home/11738837,MLS PIN,72918571,N,Y,42.3089643,-71.1181373
PAST SALE,January-20-2022,Condo/Co-op,137 Cornell St #2,Boston,MA,02131,485300,2,1.0,Roslindale,972,972,1940,58,499,200,Sold,,,https://www.redfin.com/MA/Boston/137-Cornell-St-02131/unit-2/home/12441459,MLS PIN,72915502,N,Y,42.2780622,-71.1331309
PAST SALE,March-7-2022,Condo/Co-op,65 Cornwall St #304,Boston,MA,02130,585000,1,1.0,Jamaica Plain,821,15171,2005,12,713,598,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/65-Cornwall-St-02130/unit-304/home/11738463,MLS PIN,72924634,N,Y,42.3125908,-71.1050696
PAST SALE,January-11-2022,Condo/Co-op,8 Robinwood Ave #8,Boston,MA,02130,465000,2,1.0,Jamaica Plain,756,756,1960,67,615,320,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/8-Robinwood-Ave-02130/unit-8/home/176983262,MLS PIN,72913430,N,Y,42.3170223,-71.1128261
PAST SALE,February-25-2022,Condo/Co-op,64 Williams St #1,Boston,MA,02130,490000,2,1.0,Jamaica Plain,1055,1055,1905,22,464,245,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/64-Williams-St-02130/unit-1/home/9314082,MLS PIN,72891308,N,Y,42.3060161,-71.1067176
PAST SALE,February-28-2022,Condo/Co-op,6 Pinedale Rd #1,Boston,MA,02131,440000,2,1.0,Roslindale,926,749,1910,19,475,200,Sold,,,https://www.redfin.com/MA/Boston/6-Pinedale-Rd-02131/unit-1/home/9316229,MLS PIN,72920338,N,Y,42.2777584,-71.1212939
PAST SALE,February-25-2022,Condo/Co-op,9 Mark St #3,Boston,MA,02130,610000,2,1.0,Jamaica Plain,1009,1009,1905,22,605,130,Sold,,,https://www.redfin.com/MA/Boston/9-Mark-St-02130/unit-3/home/11738645,MLS PIN,72931004,N,Y,42.3228301,-71.1090735
PAST SALE,February-25-2022,Condo/Co-op,171 Forest Hls #1,Boston,MA,02130,520000,2,1.0,Jamaica Plain's Forest Hills,1092,,1920,22,476,150,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/171-Forest-Hills-St-02130/unit-1/home/9138100,MLS PIN,72908969,N,Y,42.3063787,-71.1029608
PAST SALE,February-28-2022,Condo/Co-op,332 Jamaicaway #404,Boston,MA,02130,525000,2,2.0,Jamaica Plain,829,,1920,19,633,604,Sold,,,https://www.redfin.com/MA/Boston/332-Jamaicaway-02130/unit-404/home/9300286,MLS PIN,72923343,N,Y,42.3204601,-71.1163719
PAST SALE,March-18-2022,Condo/Co-op,38 Rockview St #1,Boston,MA,02130,815000,3,2.0,Jamaica Plain,1500,,1905,1,543,265,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/38-Rockview-St-02130/unit-1/home/18982476,MLS PIN,72940941,N,Y,42.315154,-71.109357
PAST SALE,March-18-2022,Condo/Co-op,95-97 Sheridan St #2,Boston,MA,02130,1020000,4,2.0,Jamaica Plain,2555,6082,1900,1,399,288,Sold,,,https://www.redfin.com/MA/Boston/95-Sheridan-St-02130/unit-2/home/114037125,MLS PIN,72940788,N,Y,42.319411,-71.1064916
PAST SALE,December-23-2021,Condo/Co-op,67 Frankfort #301,Boston,MA,02128,335000,1,1.0,East Boston,484,,1930,86,692,199,Sold,,,https://www.redfin.com/MA/Boston/67-Frankfort-St-02128/unit-301/home/9107644,MLS PIN,72898211,N,Y,42.3705571,-71.0339823
PAST SALE,December-27-2021,Single Family Residential,22 Hanover Ave,Boston,MA,02109,1300000,3,1.5,North End,1624,710,1899,82,800,,Sold,,,https://www.redfin.com/MA/Boston/22-Hanover-Ave-02109/unit-22A/home/9263989,MLS PIN,72902196,N,Y,42.3658364,-71.052075
PAST SALE,December-30-2021,Condo/Co-op,36 NEPONSET Ave #2,Boston,MA,02131,559000,3,1.0,Roslindale,1200,6000,1920,79,466,268,Sold,,,https://www.redfin.com/MA/Boston/36-Neponset-Ave-02131/unit-2/home/176719564,MLS PIN,72907836,N,Y,42.2865996,-71.1168839
PAST SALE,December-22-2021,Condo/Co-op,42 8th St #2518,Boston,MA,02129,865000,2,2.0,Charlestown's Navy Yard,1092,,1899,87,792,830,Sold,,,https://www.redfin.com/MA/Charlestown/42-8th-St-02129/unit-2518/home/11837710,MLS PIN,72896699,N,Y,42.3750453,-71.0526553
PAST SALE,December-22-2021,Single Family Residential,103 Warren Ave,Boston,MA,02118,4555000,5,5.0,South End,3463,,2021,87,1315,,Sold,,,https://www.redfin.com/MA/Boston/103-Warren-Ave-02116/home/9242597,MLS PIN,72894079,N,Y,42.3446922,-71.0737217
PAST SALE,December-23-2021,Condo/Co-op,480 Commercial St Unit 1A,Boston,MA,02109,629000,1,1.0,Waterfront,863,,1900,86,729,469,Sold,,,https://www.redfin.com/MA/Boston/480-Commercial-St-02109/unit-1A/home/9272047,MLS PIN,72872852,N,Y,42.3676566,-71.0542571
PAST SALE,December-21-2021,Condo/Co-op,380 Harrison Ave #1011,Boston,MA,02118,1896500,2,2.0,South End,1197,,2020,88,1584,1687,Sold,,,https://www.redfin.com/MA/Boston/380-Harrison-Ave-02118/unit-1011/home/172070378,MLS PIN,72674160,N,Y,42.343914,-71.0635659
PAST SALE,December-22-2021,Single Family Residential,11 Anderson St,Boston,MA,02114,1485000,5,3.0,Beacon Hill,2500,1032,1890,87,594,,Sold,,,https://www.redfin.com/MA/Boston/11-Anderson-St-02114/home/9257490,MLS PIN,72911928,N,Y,42.3607111,-71.0679648
PAST SALE,,Condo/Co-op,158 Commercial St #2,Boston,MA,02109,550000,1,1.0,,773,,1910,,712,,,,,https://www.redfin.com/MA/Boston/158-Commercial-St-02109/unit-2/home/9269876,,,N,Y,42.3625833,-71.0523932
PAST SALE,December-21-2021,Multi-Family (2-4 Unit),11 Winthrop St,Boston,MA,02119,750000,3,2.5,Roxbury,2096,1870,1890,88,358,,Sold,,,https://www.redfin.com/MA/Boston/11-Winthrop-St-02119/home/9290795,MLS PIN,72910965,N,Y,42.3263039,-71.0824961
PAST SALE,,Single Family Residential,40 Maywood St,Boston,MA,02119,610000,4,1.5,,1566,4792,2000,,390,,,,,https://www.redfin.com/MA/Boston/40-Maywood-St-02119/home/9294293,,,N,Y,42.3176078,-71.0803489
PAST SALE,December-21-2021,Condo/Co-op,300 Boylston St #810,Boston,MA,02116,2985000,2,2.5,Back Bay,1995,1995,1988,88,1496,2549,Sold,,,https://www.redfin.com/MA/Boston/300-Boylston-St-02116/unit-810/home/9235943,MLS PIN,72910513,N,Y,42.3518065,-71.0698243
PAST SALE,December-22-2021,Condo/Co-op,1950 Washington St Unit 3B,Boston,MA,02118,423000,0,1.0,South End,450,,2021,87,940,250,Sold,,,https://www.redfin.com/MA/Boston/1950-Washington-St-02118/unit-3B/home/174778623,MLS PIN,72803978,N,Y,42.3341232,-71.0797023
PAST SALE,December-20-2021,Condo/Co-op,1950 Washington St Unit 2F,Boston,MA,02118,534000,0,1.0,South End,517,,2021,89,1033,250,Sold,,,https://www.redfin.com/MA/Boston/1950-Washington-St-02118/unit-2F/home/176907340,MLS PIN,72912163,N,Y,42.3341156,-71.0795923
PAST SALE,December-21-2021,Condo/Co-op,315 W 4th St #3,Boston,MA,02127,450000,1,1.0,South Boston,450,,1906,88,1000,75,Sold,,,https://www.redfin.com/MA/Boston/315-W-Fourth-St-02127/unit-3/home/21718323,MLS PIN,72918431,N,Y,42.3377649,-71.0516634
PAST SALE,December-21-2021,Condo/Co-op,607 E 5th St #1,Boston,MA,02127,720000,2,1.0,South Boston,760,,1890,88,947,160,Sold,,,https://www.redfin.com/MA/Boston/607-E-5th-St-02127/unit-1/home/55114399,MLS PIN,72920566,N,Y,42.333766,-71.0362067
PAST SALE,December-20-2021,Condo/Co-op,192 Dorchester St #2,Boston,MA,02127,1030000,3,2.0,South Boston,1792,,2016,89,575,,Sold,,,https://www.redfin.com/MA/Boston/192-Dorchester-St-02127/unit-2/home/101101096,MLS PIN,72897961,N,Y,42.3333819,-71.0495699
PAST SALE,December-30-2021,Condo/Co-op,321-325 W Broadway #2,Boston,MA,02127,775000,3,2.0,South Boston,922,,2020,79,841,266,Sold,,,https://www.redfin.com/MA/Boston/321-W-Broadway-02127/unit-2/home/173487282,MLS PIN,72915099,N,Y,42.3383049,-71.0504036
PAST SALE,December-23-2021,Condo/Co-op,63 Melcher St #0301,Boston,MA,02110,549000,1,1.0,Boston,520,,1916,86,1056,406,Sold,,,https://www.redfin.com/MA/Boston/63-Melcher-St-02210/unit-301/home/146401749,MLS PIN,72915756,N,Y,42.3490018,-71.0497087
PAST SALE,February-18-2022,Condo/Co-op,32-A Glenville Ave Unit 32A,Boston,MA,02134,378000,3,1.0,Allston,845,845,1910,29,447,340,Sold,,,https://www.redfin.com/MA/Boston/32-Glenville-Ave-02134/unit-32A/home/8995705,MLS PIN,72921822,N,Y,42.350493,-71.132409
PAST SALE,January-28-2022,Condo/Co-op,11 Commonwealth Ct #16,Boston,MA,02135,480000,2,1.0,Boston,738,738,1964,50,650,498,Sold,,,https://www.redfin.com/MA/Boston/11-Commonwealth-Ct-02135/unit-16/home/9014554,MLS PIN,72907712,N,Y,42.3459148,-71.139792
PAST SALE,January-13-2022,Condo/Co-op,20 Jamaicaway #8,Boston,MA,02130,375000,1,1.0,Jamaica Plain,625,625,1979,65,600,401,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/20-Jamaicaway-02130/unit-8/home/9141423,MLS PIN,72854305,N,Y,42.3310615,-71.1123114
PAST SALE,,Multi-Family (2-4 Unit),32 Ashcroft St,Boston,MA,02130,1200000,7,2.5,,2426,4356,1905,,495,,,,,https://www.redfin.com/MA/Boston/32-Ashcroft-St-02130/home/9142062,,,N,Y,42.3202144,-71.1137273
PAST SALE,January-13-2022,Single Family Residential,109 Sedgwick St,Boston,MA,02130,1952000,4,5.5,Sumner Hill,3338,6547,1880,65,585,,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/109-Sedgwick-St-02130/home/9147150,MLS PIN,72917787,N,Y,42.3082107,-71.1113136
PAST SALE,January-31-2022,Multi-Family (2-4 Unit),49 Jamaica St,Boston,MA,02130,865000,4,2.0,Jamaica Plain,1832,4918,1880,47,472,,Sold,,,https://www.redfin.com/MA/Boston/49-Jamaica-St-02130/home/9148309,MLS PIN,72898874,N,Y,42.3059685,-71.1186464
PAST SALE,February-24-2022,Single Family Residential,33 Hillcroft Rd,Boston,MA,02130,1675000,3,2.5,MOSS HILL,2000,6424,1946,23,838,,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/33-Hillcroft-Rd-02130/home/9149872,MLS PIN,72922543,N,Y,42.3077114,-71.1243112
PAST SALE,December-20-2021,Single Family Residential,103 Allandale St,Boston,MA,02130,899000,5,2.5,Allandale Woods,2472,7327,1931,89,364,,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/103-Allandale-St-02130/home/9150692,MLS PIN,72892502,N,Y,42.3015471,-71.1322026
PAST SALE,January-21-2022,Condo/Co-op,120 The Riverway #15,Boston,MA,02215,518900,1,1.0,The Fenway,566,,1920,57,917,356,Sold,,,https://www.redfin.com/MA/Boston/120-Riverway-02215/unit-15/home/9262051,MLS PIN,72923704,N,Y,42.3430834,-71.1040792
PAST SALE,February-2-2022,Multi-Family (2-4 Unit),130 Fisher Ave,Boston,MA,02120,2050000,11,3.0,Mission Hill,3735,7346,1905,45,549,,Sold,,,https://www.redfin.com/MA/Boston/130-Fisher-Ave-02120/home/9298276,MLS PIN,72883770,N,Y,42.3279133,-71.1061146
PAST SALE,February-16-2022,Condo/Co-op,73 Verndale St Unit -,Brookline,MA,02446,2575000,4,4.5,Coolidge Corner,2840,5537,2021,31,907,,Sold,,,https://www.redfin.com/MA/Brookline/73-Verndale-St-02446/home/11449955,MLS PIN,72916309,N,Y,42.3471136,-71.1324946
PAST SALE,,Condo/Co-op,551 Brookline Ave #2,Brookline,MA,02445,750000,3,1.0,,1213,,1925,,618,,,,,https://www.redfin.com/MA/Brookline/551-Brookline-Ave-02445/unit-2/home/11461905,,,N,Y,42.3352951,-71.1115455
PAST SALE,March-9-2022,Townhouse,103 Lamartine St #2,Boston,MA,02130,565999,2,1.0,Jamaica Plain,951,,1990,10,595,275,Sold,,,https://www.redfin.com/MA/Jamaica-Plain/103-103A-Lamartine-St-02130/unit-2/home/12441414,MLS PIN,72933327,N,Y,42.3198838,-71.1032823
PAST SALE,March-10-2022,Multi-Family (2-4 Unit),26-28 Goodrich Rd,Boston,MA,02130,1710000,5,3.0,Jamaica Plain,3908,4765,1930,9,438,,Sold,,,https://www.redfin.com/MA/Boston/26-Goodrich-Rd-02130/home/9144350,MLS PIN,72941043,N,Y,42.3158376,-71.1155799
PAST SALE,March-4-2022,Condo/Co-op,120 Mountfort St #206,Boston,MA,02215,810000,2,2.0,Boston,902,1001,2005,15,898,538,Sold,,,https://www.redfin.com/MA/Boston/120-Mountfort-St-02215/unit-206/home/11838860,MLS PIN,72910090,N,Y,42.3483093,-71.1067408
